review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes
R108951,P1043,Max Resistance Bands,Sports & Outdoors,5,Highly recommend,Great value for the price. highly recommend this to everyone.,2025-05-07,Yes,0
R108952,P1095,Prime Air Purifier,Health & Household,4,Great purchase!,Excellent build quality.,2025-08-06,Yes,8
R108953,P1073,Max Sandals,Shoes,4,Highly recommend,Amazing quality for the price. impressive performance overall. works perfectly and exceeded my expectations.,2023-11-11,Yes,1
R108954,P1004,Deluxe Smart Watch,Electronics,5,Highly recommend,Works perfectly and exceeded my expectations. super comfortable and stylish.,2023-09-24,Yes,1
R108955,P1027,Deluxe Coffee Maker,Home & Kitchen,3,Mixed feelings,"Acceptable but could be improved. not bad, not great either.",2024-07-27,Yes,0
R108956,P1042,Ultra Resistance Bands,Sports & Outdoors,5,Very satisfied,Very happy with this purchase.,2023-01-23,Yes,7
R108957,P1049,Lite Hiking Backpack,Sports & Outdoors,2,Broke quickly,"Broke after a few days of use. worse than expected, very frustrating. stopped working within a week.",2025-06-04,Yes,0
R108958,P1178,Classic Memory Card,Video Games,4,Very satisfied,Impressive performance overall. exactly as described and works great. easy to use and set up.,2025-07-08,Yes,4
R108959,P1111,Compact Dog Leash,Pet Supplies,4,Very satisfied,Durable and works as expected.,2023-03-06,Yes,6
R108960,P1181,Pro Drill Set,Tools & Home Improvement,1,Poor quality,"Regret buying this product. waste of money, would not recommend. terrible experience overall.",2023-05-24,No,8
R108961,P1163,Lite Streaming Device,Movies & TV,5,Very satisfied,Highly recommend this to everyone.,2023-09-09,No,3
R108962,P1076,Max Boots,Shoes,4,Exceeded expectations,Fast shipping and well packaged. easy to use and set up. highly recommend this to everyone.,2025-10-25,Yes,4
R108963,P1187,Max Paint Roller,Tools & Home Improvement,3,Mixed feelings,"Not bad, not great either. some pros and some cons.",2025-08-03,Yes,0
R108964,P1030,Essential Face Serum,Beauty & Personal Care,4,Very satisfied,Super comfortable and stylish.,2023-08-16,Yes,5
R108965,P1065,Essential Jeans,Clothing,5,Excellent product,Amazing quality for the price.,2024-03-09,Yes,2
R108966,P1044,Max Water Bottle,Sports & Outdoors,5,Highly recommend,Impressive performance overall. easy to use and set up. amazing quality for the price.,2023-10-27,No,0
R108967,P1198,Classic Watch,Jewelry,5,Very satisfied,Customer service was excellent.,2025-02-12,Yes,4
R108968,P1082,Compact Protein Bars,Grocery & Gourmet Food,5,Excellent product,Customer service was excellent. super comfortable and stylish.,2024-08-15,Yes,1
R108969,P1078,Compact Slippers,Shoes,5,Very satisfied,Customer service was excellent. impressive performance overall. highly recommend this to everyone.,2024-09-17,Yes,6
R108970,P1070,Essential Running Shoes,Shoes,5,Great purchase!,Absolutely love this product. excellent build quality. super comfortable and stylish.,2023-02-27,Yes,1
R108971,P1025,Prime Cutlery Set,Home & Kitchen,5,Very satisfied,Excellent build quality. exactly as described and works great.,2024-10-30,Yes,2
R108972,P1144,Plus Plant Pots,Garden & Outdoor,4,Excellent product,Fast shipping and well packaged. excellent build quality.,2023-12-19,No,1
R108973,P1055,Essential RC Car,Toys & Games,4,Exceeded expectations,Excellent build quality.,2024-11-12,Yes,2
R108974,P1055,Essential RC Car,Toys & Games,4,Excellent product,Exactly as described and works great. impressive performance overall.,2023-11-28,No,0
R108975,P1198,Classic Watch,Jewelry,5,Very satisfied,Durable and works as expected. super comfortable and stylish. customer service was excellent.,2025-01-17,Yes,2
R108976,P1171,Essential Game Controller,Video Games,2,Would not recommend,Stopped working within a week. not as described in the listing.,2023-01-11,No,1
R108977,P1056,Compact Board Game,Toys & Games,5,Great purchase!,Durable and works as expected. very happy with this purchase. absolutely love this product.,2024-02-18,Yes,4
R108978,P1162,Classic Streaming Device,Movies & TV,4,Great purchase!,Best purchase i've made this year. exactly as described and works great.,2023-06-09,No,8
R108979,P1172,Compact Gaming Headset,Video Games,2,Very disappointed,Arrived damaged and defective. broke after a few days of use.,2024-09-28,No,9
R108980,P1029,Elite Storage Containers,Home & Kitchen,3,Decent for the price,Some pros and some cons.,2023-08-10,Yes,0
R108981,P1039,Ultra Body Wash,Beauty & Personal Care,4,Exceeded expectations,Works perfectly and exceeded my expectations.,2024-05-13,Yes,1
R108982,P1041,Plus Yoga Mat,Sports & Outdoors,5,Excellent product,Works perfectly and exceeded my expectations. impressive performance overall. fast shipping and well packaged.,2025-08-05,No,4
R108983,P1103,Plus Phone Mount,Automotive,5,Great purchase!,Absolutely love this product. durable and works as expected.,2025-02-09,Yes,1
R108984,P1153,Ultra Keyboard,Musical Instruments,4,Exceeded expectations,Impressive performance overall. best purchase i've made this year.,2023-02-16,Yes,0
R108985,P1112,Lite Cat Litter Box,Pet Supplies,1,Would not recommend,Not as described in the listing. flimsy material and poor stitching. regret buying this product.,2023-09-05,No,3
R108986,P1094,Compact Air Purifier,Health & Household,2,Broke quickly,Broke after a few days of use.,2023-07-09,Yes,3
R108987,P1164,Pro HDMI Cable,Movies & TV,5,Highly recommend,Easy to use and set up. highly recommend this to everyone. impressive performance overall.,2023-01-31,Yes,0
R108988,P1117,Essential Chew Toys,Pet Supplies,5,Great purchase!,Excellent build quality. great value for the price.,2025-02-07,Yes,0
R108989,P1144,Plus Plant Pots,Garden & Outdoor,4,Very satisfied,Great value for the price. amazing quality for the price.,2024-01-22,Yes,4
R108990,P1162,Classic Streaming Device,Movies & TV,4,Highly recommend,Great value for the price. exactly as described and works great. excellent build quality.,2025-03-17,Yes,0
R108991,P1106,Deluxe Jump Starter,Automotive,5,Great purchase!,Excellent build quality. super comfortable and stylish. best purchase i've made this year.,2023-06-29,Yes,0
R108992,P1020,Pro Blender,Home & Kitchen,5,Highly recommend,Absolutely love this product. amazing quality for the price. fast shipping and well packaged.,2025-10-27,No,1
R108993,P1121,Prime Desk Organizer,Office Products,4,Great purchase!,Highly recommend this to everyone.,2024-06-29,No,5
R108994,P1047,Pro Camping Tent,Sports & Outdoors,5,Highly recommend,Super comfortable and stylish. highly recommend this to everyone.,2024-03-28,Yes,0
R108995,P1096,Deluxe Thermometer,Health & Household,4,Very satisfied,Customer service was excellent. highly recommend this to everyone. super comfortable and stylish.,2023-08-18,Yes,6
R108996,P1050,Prime Building Blocks,Toys & Games,1,Broke quickly,"Started malfunctioning almost immediately. does not work as advertised. worse than expected, very frustrating.",2023-05-10,Yes,2
R108997,P1076,Max Boots,Shoes,5,Excellent product,Super comfortable and stylish. great value for the price. impressive performance overall.,2024-10-02,No,2
R108998,P1013,Pro Cookbook,Books,5,Very satisfied,Very happy with this purchase. highly recommend this to everyone.,2024-06-15,Yes,3
R108999,P1149,Essential Solar Lights,Garden & Outdoor,5,Highly recommend,Amazing quality for the price. fast shipping and well packaged.,2025-11-06,No,5
R109000,P1123,Essential Wireless Mouse,Office Products,5,Exceeded expectations,Best purchase i've made this year.,2024-11-14,Yes,1
R109001,P1117,Essential Chew Toys,Pet Supplies,4,Highly recommend,Very happy with this purchase. durable and works as expected. impressive performance overall.,2024-01-19,No,3
R109002,P1073,Max Sandals,Shoes,5,Exceeded expectations,Fast shipping and well packaged. super comfortable and stylish.,2023-02-24,Yes,0
R109003,P1071,Lite Running Shoes,Shoes,4,Great purchase!,Works perfectly and exceeded my expectations.,2023-01-20,Yes,8
R109004,P1162,Classic Streaming Device,Movies & TV,5,Great purchase!,Durable and works as expected. exactly as described and works great. works perfectly and exceeded my expectations.,2025-08-27,Yes,0
R109005,P1082,Compact Protein Bars,Grocery & Gourmet Food,5,Excellent product,Fast shipping and well packaged. excellent build quality.,2023-03-06,Yes,14
R109006,P1112,Lite Cat Litter Box,Pet Supplies,5,Very satisfied,Durable and works as expected. very happy with this purchase. exactly as described and works great.,2023-09-20,No,4
R109007,P1110,Deluxe Dog Leash,Pet Supplies,3,Average product,Decent product overall.,2024-11-24,Yes,6
R109008,P1187,Max Paint Roller,Tools & Home Improvement,4,Highly recommend,Absolutely love this product.,2024-12-10,Yes,6
R109009,P1050,Prime Building Blocks,Toys & Games,4,Highly recommend,Fast shipping and well packaged. easy to use and set up. best purchase i've made this year.,2025-01-26,Yes,0
R109010,P1052,Plus Puzzle Set,Toys & Games,4,Very satisfied,Easy to use and set up. impressive performance overall.,2024-03-22,Yes,0
R109011,P1091,Lite Vitamin Supplements,Health & Household,5,Exceeded expectations,Highly recommend this to everyone.,2025-12-23,Yes,9
R109012,P1125,Elite Notebook,Office Products,5,Highly recommend,Works perfectly and exceeded my expectations.,2023-07-14,Yes,6
R109013,P1029,Elite Storage Containers,Home & Kitchen,4,Exceeded expectations,Amazing quality for the price.,2023-09-07,Yes,4
R109014,P1170,Compact Game Controller,Video Games,5,Excellent product,Fast shipping and well packaged.,2024-02-06,Yes,3
R109015,P1075,Max Sneakers,Shoes,4,Exceeded expectations,Best purchase i've made this year. great value for the price. works perfectly and exceeded my expectations.,2023-06-27,Yes,2
R109016,P1148,Prime Solar Lights,Garden & Outdoor,5,Excellent product,Highly recommend this to everyone. excellent build quality.,2025-10-11,No,0
R109017,P1121,Prime Desk Organizer,Office Products,5,Great purchase!,Amazing quality for the price.,2024-04-18,Yes,9
R109018,P1175,Deluxe Game Console Stand,Video Games,4,Excellent product,Excellent build quality. fast shipping and well packaged. super comfortable and stylish.,2023-06-21,No,3
R109019,P1089,Deluxe Olive Oil,Grocery & Gourmet Food,5,Highly recommend,Very happy with this purchase. customer service was excellent.,2024-11-08,Yes,3
R109020,P1184,Lite LED Light Bulbs,Tools & Home Improvement,5,Very satisfied,Excellent build quality. durable and works as expected.,2024-07-28,Yes,6
R109021,P1199,Smart Watch,Jewelry,4,Great purchase!,Easy to use and set up.,2025-05-31,Yes,0
R109022,P1039,Ultra Body Wash,Beauty & Personal Care,5,Excellent product,Best purchase i've made this year.,2023-10-17,No,3
R109023,P1107,Elite Jump Starter,Automotive,5,Very satisfied,Very happy with this purchase. best purchase i've made this year. super comfortable and stylish.,2024-08-23,Yes,0
R109024,P1177,Max Gaming Mouse Pad,Video Games,1,Very disappointed,Arrived damaged and defective. cheaply made and feels fragile.,2024-10-06,Yes,8
R109025,P1168,Prime Remote Control,Movies & TV,3,Decent for the price,"Works fine but nothing extraordinary. it's okay, does the job but nothing special.",2025-06-19,No,4
R109026,P1191,Deluxe Silver Necklace,Jewelry,5,Very satisfied,Absolutely love this product. easy to use and set up.,2025-02-08,Yes,3
R109027,P1026,Plus Coffee Maker,Home & Kitchen,3,Does the job,"Does what it says, nothing more.",2025-03-21,Yes,3
R109028,P1144,Plus Plant Pots,Garden & Outdoor,5,Very satisfied,Highly recommend this to everyone. works perfectly and exceeded my expectations.,2024-08-07,Yes,1
R109029,P1060,Deluxe T-Shirt,Clothing,4,Great purchase!,Works perfectly and exceeded my expectations.,2023-06-28,Yes,1
R109030,P1193,Ultra Earrings Set,Jewelry,2,Poor quality,Started malfunctioning almost immediately. customer service was unhelpful. cheaply made and feels fragile.,2023-02-28,Yes,6
R109031,P1191,Deluxe Silver Necklace,Jewelry,5,Excellent product,Works perfectly and exceeded my expectations.,2023-03-26,Yes,18
R109032,P1177,Max Gaming Mouse Pad,Video Games,5,Highly recommend,Customer service was excellent. absolutely love this product. super comfortable and stylish.,2025-04-17,Yes,4
R109033,P1059,Elite Action Figure,Toys & Games,3,Does the job,"Average quality for the price. does what it says, nothing more.",2023-12-18,Yes,3
R109034,P1168,Prime Remote Control,Movies & TV,5,Exceeded expectations,Exactly as described and works great.,2025-03-28,Yes,6
R109035,P1177,Max Gaming Mouse Pad,Video Games,5,Very satisfied,Easy to use and set up.,2024-05-07,Yes,8
R109036,P1131,Classic Baby Monitor,Baby Products,5,Exceeded expectations,Works perfectly and exceeded my expectations. best purchase i've made this year.,2025-11-12,Yes,6
R109037,P1082,Compact Protein Bars,Grocery & Gourmet Food,2,Would not recommend,Stopped working within a week. regret buying this product.,2023-03-02,Yes,5
R109038,P1165,Essential HDMI Cable,Movies & TV,5,Very satisfied,Customer service was excellent. fast shipping and well packaged.,2025-09-27,Yes,1
R109039,P1074,Classic Sneakers,Shoes,1,Poor quality,Terrible experience overall.,2025-05-10,Yes,3
R109040,P1191,Deluxe Silver Necklace,Jewelry,4,Excellent product,Easy to use and set up. works perfectly and exceeded my expectations.,2024-03-06,Yes,1
R109041,P1062,Pro Jacket,Clothing,5,Highly recommend,Customer service was excellent.,2025-01-21,Yes,7
R109042,P1062,Pro Jacket,Clothing,5,Exceeded expectations,Exactly as described and works great. excellent build quality. absolutely love this product.,2025-07-24,Yes,1
R109043,P1118,Classic Pet Grooming Kit,Pet Supplies,4,Very satisfied,Very happy with this purchase. easy to use and set up. exactly as described and works great.,2023-04-25,Yes,0
R109044,P1014,Pro Self-Help Guide,Books,4,Exceeded expectations,Easy to use and set up.,2023-02-17,Yes,0
R109045,P1097,Compact Thermometer,Health & Household,5,Very satisfied,Exactly as described and works great. absolutely love this product.,2025-01-01,Yes,2
R109046,P1092,Plus First Aid Kit,Health & Household,2,Very disappointed,"Very disappointed with this purchase. waste of money, would not recommend. poor quality and not worth the money.",2025-05-11,Yes,1
R109047,P1104,Essential Seat Covers,Automotive,5,Highly recommend,Fast shipping and well packaged. easy to use and set up.,2023-10-06,Yes,2
R109048,P1065,Essential Jeans,Clothing,1,Very disappointed,Stopped working within a week. regret buying this product.,2024-06-15,Yes,9
R109049,P1172,Compact Gaming Headset,Video Games,4,Exceeded expectations,Absolutely love this product. best purchase i've made this year.,2024-02-05,Yes,0
R109050,P1133,Lite Diaper Bag,Baby Products,2,Would not recommend,Customer service was unhelpful. regret buying this product.,2024-10-13,Yes,2
R109051,P1197,Prime Ring,Jewelry,3,It's okay,"It's okay, does the job but nothing special. reasonable for occasional use.",2023-05-18,Yes,0
R109052,P1175,Deluxe Game Console Stand,Video Games,4,Excellent product,Absolutely love this product.,2025-09-26,Yes,2
R109053,P1161,Plus Blu-ray Set,Movies & TV,2,Broke quickly,Customer service was unhelpful.,2023-09-07,Yes,1
R109054,P1181,Pro Drill Set,Tools & Home Improvement,4,Highly recommend,Durable and works as expected. best purchase i've made this year. easy to use and set up.,2025-09-03,Yes,0
R109055,P1024,Smart Cutlery Set,Home & Kitchen,4,Highly recommend,Durable and works as expected. impressive performance overall. customer service was excellent.,2023-08-05,No,0
R109056,P1136,Ultra Pacifier Set,Baby Products,1,Would not recommend,"Worse than expected, very frustrating. not as described in the listing.",2023-07-17,Yes,2
R109057,P1000,Compact Wireless Earbuds,Electronics,3,It's okay,"Does what it says, nothing more.",2025-08-11,Yes,0
R109058,P1116,Classic Chew Toys,Pet Supplies,4,Great purchase!,Super comfortable and stylish. absolutely love this product.,2025-11-13,Yes,7
R109059,P1133,Lite Diaper Bag,Baby Products,5,Exceeded expectations,Super comfortable and stylish. amazing quality for the price.,2023-09-14,Yes,5
R109060,P1033,Plus Hair Dryer,Beauty & Personal Care,5,Great purchase!,Durable and works as expected. customer service was excellent.,2024-11-14,Yes,10
R109061,P1132,Prime Diaper Bag,Baby Products,5,Great purchase!,Excellent build quality. great value for the price. very happy with this purchase.,2025-04-06,No,2
R109062,P1086,Classic Snack Pack,Grocery & Gourmet Food,4,Highly recommend,Works perfectly and exceeded my expectations. amazing quality for the price. easy to use and set up.,2023-06-09,Yes,0
R109063,P1157,Compact Guitar Strings,Musical Instruments,5,Excellent product,Impressive performance overall. highly recommend this to everyone.,2024-05-18,Yes,15
R109064,P1083,Ultra Protein Bars,Grocery & Gourmet Food,4,Very satisfied,Super comfortable and stylish.,2025-05-23,Yes,3
R109065,P1088,Smart Olive Oil,Grocery & Gourmet Food,4,Very satisfied,Durable and works as expected. excellent build quality.,2025-05-16,Yes,1
R109066,P1016,Deluxe Biography,Books,4,Excellent product,Easy to use and set up.,2023-09-19,Yes,2
R109067,P1192,Elite Earrings Set,Jewelry,4,Exceeded expectations,Best purchase i've made this year. customer service was excellent.,2023-08-14,Yes,4
R109068,P1152,Compact Keyboard,Musical Instruments,5,Highly recommend,Amazing quality for the price.,2025-08-18,Yes,6
R109069,P1084,Elite Green Tea,Grocery & Gourmet Food,3,Mixed feelings,"Does what it says, nothing more. decent product overall.",2023-12-19,Yes,6
R109070,P1188,Essential Tape Measure,Tools & Home Improvement,4,Great purchase!,Highly recommend this to everyone.,2024-04-24,Yes,1
R109071,P1006,Classic Power Bank,Electronics,5,Exceeded expectations,Excellent build quality.,2025-04-03,Yes,1
R109072,P1121,Prime Desk Organizer,Office Products,1,Broke quickly,"Not as described in the listing. waste of money, would not recommend.",2025-06-22,Yes,1
R109073,P1077,Deluxe Boots,Shoes,5,Exceeded expectations,Super comfortable and stylish. highly recommend this to everyone. exactly as described and works great.,2024-09-15,Yes,1
R109074,P1137,Classic Pacifier Set,Baby Products,5,Excellent product,Works perfectly and exceeded my expectations.,2025-09-27,Yes,3
R109075,P1142,Elite Patio Umbrella,Garden & Outdoor,5,Highly recommend,Great value for the price. works perfectly and exceeded my expectations. customer service was excellent.,2024-11-06,No,6
R109076,P1130,Deluxe Baby Monitor,Baby Products,4,Great purchase!,Amazing quality for the price. impressive performance overall. highly recommend this to everyone.,2024-12-20,Yes,0
R109077,P1196,Ultra Ring,Jewelry,4,Great purchase!,Fast shipping and well packaged.,2024-03-01,Yes,1
R109078,P1170,Compact Game Controller,Video Games,5,Excellent product,Fast shipping and well packaged. absolutely love this product.,2025-05-01,Yes,0
R109079,P1107,Elite Jump Starter,Automotive,4,Highly recommend,Durable and works as expected. exactly as described and works great. super comfortable and stylish.,2025-10-01,Yes,4
R109080,P1075,Max Sneakers,Shoes,5,Great purchase!,Impressive performance overall. amazing quality for the price.,2024-04-12,Yes,3
R109081,P1042,Ultra Resistance Bands,Sports & Outdoors,5,Excellent product,Super comfortable and stylish. excellent build quality.,2024-05-24,Yes,4
R109082,P1022,Deluxe Air Fryer,Home & Kitchen,5,Exceeded expectations,Exactly as described and works great.,2025-07-28,Yes,1
R109083,P1034,Max Lip Balm Set,Beauty & Personal Care,5,Very satisfied,Super comfortable and stylish. impressive performance overall. durable and works as expected.,2025-05-13,Yes,2
R109084,P1093,Essential First Aid Kit,Health & Household,3,Mixed feelings,"Works fine but nothing extraordinary. it's okay, does the job but nothing special.",2025-10-18,Yes,1
R109085,P1060,Deluxe T-Shirt,Clothing,5,Very satisfied,Excellent build quality. impressive performance overall. exactly as described and works great.,2025-09-24,Yes,7
R109086,P1079,Essential Slippers,Shoes,3,Decent for the price,"It's okay, does the job but nothing special.",2024-05-30,Yes,0
R109087,P1120,Smart Desk Organizer,Office Products,5,Great purchase!,Super comfortable and stylish.,2025-11-30,Yes,7
R109088,P1180,Prime Drill Set,Tools & Home Improvement,4,Great purchase!,Impressive performance overall.,2024-03-22,Yes,1
R109089,P1070,Essential Running Shoes,Shoes,5,Highly recommend,Durable and works as expected.,2024-11-17,Yes,1
R109090,P1130,Deluxe Baby Monitor,Baby Products,5,Great purchase!,Amazing quality for the price.,2025-09-21,Yes,0
R109091,P1186,Ultra Paint Roller,Tools & Home Improvement,1,Very disappointed,Regret buying this product.,2024-03-08,Yes,0
R109092,P1002,Pro Bluetooth Speaker,Electronics,4,Exceeded expectations,Exactly as described and works great. impressive performance overall.,2025-06-11,Yes,0
R109093,P1024,Smart Cutlery Set,Home & Kitchen,2,Broke quickly,"Worse than expected, very frustrating. stopped working within a week. arrived damaged and defective.",2025-11-06,Yes,4
R109094,P1164,Pro HDMI Cable,Movies & TV,3,Decent for the price,"Does what it says, nothing more. reasonable for occasional use.",2024-09-15,Yes,7
R109095,P1128,Plus Sticky Notes,Office Products,4,Excellent product,Super comfortable and stylish. impressive performance overall. amazing quality for the price.,2024-12-29,Yes,3
R109096,P1148,Prime Solar Lights,Garden & Outdoor,3,Does the job,Average quality for the price. reasonable for occasional use.,2023-06-27,Yes,0
R109097,P1154,Compact Drum Sticks,Musical Instruments,5,Excellent product,Exactly as described and works great. works perfectly and exceeded my expectations.,2023-04-21,No,2
R109098,P1150,Prime Acoustic Guitar,Musical Instruments,5,Highly recommend,Impressive performance overall. great value for the price. customer service was excellent.,2024-12-26,Yes,4
R109099,P1137,Classic Pacifier Set,Baby Products,5,Highly recommend,Easy to use and set up. super comfortable and stylish. customer service was excellent.,2023-09-30,Yes,1
R109100,P1171,Essential Game Controller,Video Games,5,Very satisfied,Exactly as described and works great. impressive performance overall. very happy with this purchase.,2025-12-11,Yes,2
R109101,P1004,Deluxe Smart Watch,Electronics,5,Highly recommend,Excellent build quality.,2025-02-28,No,5
R109102,P1084,Elite Green Tea,Grocery & Gourmet Food,1,Would not recommend,Terrible experience overall.,2023-04-12,No,1
R109103,P1035,Essential Lip Balm Set,Beauty & Personal Care,5,Exceeded expectations,Works perfectly and exceeded my expectations. impressive performance overall.,2023-12-11,Yes,3
R109104,P1113,Plus Cat Litter Box,Pet Supplies,5,Great purchase!,Fast shipping and well packaged. easy to use and set up.,2024-04-01,Yes,4
R109105,P1045,Elite Water Bottle,Sports & Outdoors,4,Very satisfied,Highly recommend this to everyone. durable and works as expected. fast shipping and well packaged.,2025-06-14,Yes,0
R109106,P1182,Elite Tool Box,Tools & Home Improvement,1,Very disappointed,"Flimsy material and poor stitching. not as described in the listing. waste of money, would not recommend.",2023-03-04,Yes,2
R109107,P1161,Plus Blu-ray Set,Movies & TV,5,Excellent product,Durable and works as expected. great value for the price. customer service was excellent.,2025-09-05,Yes,1
R109108,P1197,Prime Ring,Jewelry,5,Very satisfied,Excellent build quality. very happy with this purchase.,2025-06-28,Yes,0
R109109,P1036,Classic Electric Razor,Beauty & Personal Care,2,Not worth it,Flimsy material and poor stitching. not as described in the listing. arrived damaged and defective.,2025-10-02,Yes,3
R109110,P1029,Elite Storage Containers,Home & Kitchen,4,Exceeded expectations,Easy to use and set up. excellent build quality. fast shipping and well packaged.,2024-10-19,Yes,3
R109111,P1017,Smart Biography,Books,5,Great purchase!,Super comfortable and stylish. excellent build quality.,2024-12-06,Yes,5
R109112,P1170,Compact Game Controller,Video Games,3,Decent for the price,Meets basic expectations.,2025-01-12,Yes,1
R109113,P1016,Deluxe Biography,Books,5,Great purchase!,Easy to use and set up.,2023-03-07,Yes,4
R109114,P1084,Elite Green Tea,Grocery & Gourmet Food,5,Great purchase!,Impressive performance overall. absolutely love this product. highly recommend this to everyone.,2023-03-02,No,0
R109115,P1071,Lite Running Shoes,Shoes,3,It's okay,Acceptable but could be improved.,2024-03-16,Yes,2
R109116,P1064,Deluxe Jeans,Clothing,5,Highly recommend,Impressive performance overall.,2025-10-02,Yes,1
R109117,P1055,Essential RC Car,Toys & Games,2,Poor quality,Does not work as advertised.,2023-11-02,Yes,3
R109118,P1074,Classic Sneakers,Shoes,4,Excellent product,Amazing quality for the price. works perfectly and exceeded my expectations. customer service was excellent.,2025-09-14,No,0
R109119,P1100,Deluxe Car Vacuum,Automotive,3,Mixed feelings,Average quality for the price.,2025-08-18,Yes,1
R109120,P1168,Prime Remote Control,Movies & TV,5,Highly recommend,Super comfortable and stylish. highly recommend this to everyone. impressive performance overall.,2023-12-30,Yes,1
R109121,P1026,Plus Coffee Maker,Home & Kitchen,1,Poor quality,Very disappointed with this purchase. arrived damaged and defective.,2023-10-01,Yes,0
R109122,P1087,Prime Snack Pack,Grocery & Gourmet Food,4,Very satisfied,Impressive performance overall.,2024-11-21,No,3
R109123,P1187,Max Paint Roller,Tools & Home Improvement,2,Not worth it,Terrible experience overall. not as described in the listing.,2024-04-28,Yes,2
R109124,P1036,Classic Electric Razor,Beauty & Personal Care,2,Poor quality,Terrible experience overall. broke after a few days of use.,2025-03-08,Yes,0
R109125,P1159,Ultra Microphone,Musical Instruments,3,Decent for the price,Some pros and some cons. average quality for the price.,2025-03-22,Yes,0
R109126,P1123,Essential Wireless Mouse,Office Products,5,Exceeded expectations,Highly recommend this to everyone.,2025-09-18,Yes,1
R109127,P1108,Smart Dash Cam,Automotive,5,Excellent product,Impressive performance overall. super comfortable and stylish.,2025-06-06,Yes,0
R109128,P1111,Compact Dog Leash,Pet Supplies,3,Mixed feelings,Decent product overall.,2025-11-13,Yes,1
R109129,P1192,Elite Earrings Set,Jewelry,5,Very satisfied,Amazing quality for the price. works perfectly and exceeded my expectations.,2023-09-09,Yes,1
R109130,P1147,Lite Lawn Chair,Garden & Outdoor,4,Excellent product,Durable and works as expected. excellent build quality. super comfortable and stylish.,2023-06-26,Yes,1
R109131,P1184,Lite LED Light Bulbs,Tools & Home Improvement,2,Not worth it,Arrived damaged and defective. broke after a few days of use. terrible experience overall.,2023-01-24,Yes,8
R109132,P1043,Max Resistance Bands,Sports & Outdoors,5,Highly recommend,Amazing quality for the price. durable and works as expected. exactly as described and works great.,2024-07-20,Yes,4
R109133,P1046,Essential Camping Tent,Sports & Outdoors,5,Exceeded expectations,Very happy with this purchase. easy to use and set up.,2024-02-06,Yes,2
R109134,P1002,Pro Bluetooth Speaker,Electronics,2,Broke quickly,Not as described in the listing.,2025-10-14,Yes,3
R109135,P1193,Ultra Earrings Set,Jewelry,3,Does the job,"Not bad, not great either.",2025-05-17,No,1
R109136,P1087,Prime Snack Pack,Grocery & Gourmet Food,5,Great purchase!,Highly recommend this to everyone. super comfortable and stylish. durable and works as expected.,2025-04-29,Yes,4
R109137,P1187,Max Paint Roller,Tools & Home Improvement,5,Excellent product,Durable and works as expected. best purchase i've made this year.,2025-09-23,Yes,3
R109138,P1154,Compact Drum Sticks,Musical Instruments,3,It's okay,Works fine but nothing extraordinary.,2024-03-05,Yes,1
R109139,P1036,Classic Electric Razor,Beauty & Personal Care,1,Broke quickly,"Waste of money, would not recommend.",2025-04-04,Yes,3
R109140,P1006,Classic Power Bank,Electronics,5,Exceeded expectations,Best purchase i've made this year. excellent build quality. amazing quality for the price.,2025-02-01,No,0
R109141,P1188,Essential Tape Measure,Tools & Home Improvement,2,Poor quality,Customer service was unhelpful. cheaply made and feels fragile.,2024-11-02,Yes,1
R109142,P1177,Max Gaming Mouse Pad,Video Games,5,Highly recommend,Impressive performance overall. fast shipping and well packaged.,2023-01-09,Yes,2
R109143,P1066,Ultra Hoodie,Clothing,1,Very disappointed,"Waste of money, would not recommend. stopped working within a week. does not work as advertised.",2025-10-31,Yes,10
R109144,P1033,Plus Hair Dryer,Beauty & Personal Care,5,Exceeded expectations,Great value for the price.,2025-08-01,Yes,0
R109145,P1066,Ultra Hoodie,Clothing,5,Highly recommend,Great value for the price.,2025-05-13,Yes,1
R109146,P1192,Elite Earrings Set,Jewelry,4,Exceeded expectations,Super comfortable and stylish.,2023-01-07,Yes,1
R109147,P1080,Smart Coffee Beans,Grocery & Gourmet Food,5,Very satisfied,,2024-04-20,Yes,3
R109148,P1197,Prime Ring,Jewelry,1,Not worth it,"Very disappointed with this purchase. terrible experience overall. waste of money, would not recommend.",2023-12-30,Yes,9
R109149,P1168,Prime Remote Control,Movies & TV,3,Mixed feelings,Acceptable but could be improved. reasonable for occasional use.,2023-01-05,Yes,4
R109150,P1142,Elite Patio Umbrella,Garden & Outdoor,5,Excellent product,Customer service was excellent.,2023-05-02,Yes,0
R109151,P1017,Smart Biography,Books,3,Average product,"It's okay, does the job but nothing special.",2024-06-06,Yes,6
R109152,P1197,Prime Ring,Jewelry,4,Very satisfied,Very happy with this purchase. best purchase i've made this year. customer service was excellent.,2024-07-12,Yes,3
R109153,P1117,Essential Chew Toys,Pet Supplies,4,Excellent product,Durable and works as expected. excellent build quality. impressive performance overall.,2025-03-07,Yes,3
R109154,P1154,Compact Drum Sticks,Musical Instruments,4,Highly recommend,Best purchase i've made this year.,2024-02-20,Yes,1
R109155,P1050,Prime Building Blocks,Toys & Games,4,Very satisfied,Excellent build quality. very happy with this purchase. amazing quality for the price.,2025-11-15,Yes,5
R109156,P1184,Lite LED Light Bulbs,Tools & Home Improvement,4,Excellent product,Very happy with this purchase. durable and works as expected.,2023-11-03,Yes,0
