review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,review_text_clean,review_length,sentiment_score,sentiment_label
R110003,P1006,Classic Power Bank,Electronics,5,Highly recommend,Amazing quality for the price. absolutely love this product. durable and works as expected.,2025-08-02,Yes,0,amazing quality for the price absolutely love this product durable and works as expected,14,1.0,Positive
R110004,P1092,Plus First Aid Kit,Health & Household,5,Highly recommend,Highly recommend this to everyone. super comfortable and stylish.,2025-04-19,Yes,0,highly recommend this to everyone super comfortable and stylish,9,1.0,Positive
R110005,P1041,Plus Yoga Mat,Sports & Outdoors,4,Exceeded expectations,Highly recommend this to everyone. great value for the price.,2025-08-03,Yes,0,highly recommend this to everyone great value for the price,10,1.0,Positive
R110006,P1044,Max Water Bottle,Sports & Outdoors,3,Does the job,Reasonable for occasional use. average quality for the price.,2024-08-21,Yes,1,reasonable for occasional use average quality for the price,9,1.0,Positive
R110007,P1111,Compact Dog Leash,Pet Supplies,4,Very satisfied,Best purchase i've made this year. great value for the price. absolutely love this product.,2023-12-23,Yes,6,best purchase i've made this year great value for the price absolutely love this product,15,1.0,Positive
R110008,P1038,Max Body Wash,Beauty & Personal Care,5,Highly recommend,Customer service was excellent.,2023-08-26,Yes,10,customer service was excellent,4,1.0,Positive
R110009,P1133,Lite Diaper Bag,Baby Products,5,Very satisfied,Amazing quality for the price. absolutely love this product. very happy with this purchase.,2024-05-08,Yes,0,amazing quality for the price absolutely love this product very happy with this purchase,14,1.0,Positive
R110010,P1077,Deluxe Boots,Shoes,4,Excellent product,Highly recommend this to everyone. fast shipping and well packaged. excellent build quality.,2025-06-19,No,1,highly recommend this to everyone fast shipping and well packaged excellent build quality,13,1.0,Positive
R110011,P1011,Elite Novel,Books,4,Great purchase!,Great value for the price. durable and works as expected. best purchase i've made this year.,2024-02-16,No,3,great value for the price durable and works as expected best purchase i've made this year,16,1.0,Positive
R110012,P1184,Lite LED Light Bulbs,Tools & Home Improvement,5,Excellent product,Exactly as described and works great. super comfortable and stylish.,2025-10-24,Yes,1,exactly as described and works great super comfortable and stylish,10,1.0,Positive
R110013,P1035,Essential Lip Balm Set,Beauty & Personal Care,3,Average product,"Meets basic expectations. it's okay, does the job but nothing special.",2025-07-12,Yes,0,meets basic expectations it's okay does the job but nothing special,11,0.0,Neutral
R110014,P1107,Elite Jump Starter,Automotive,3,Decent for the price,"Not bad, not great either.",2024-07-19,Yes,0,not bad not great either,5,0.0,Neutral
R110015,P1075,Max Sneakers,Shoes,5,Exceeded expectations,Best purchase i've made this year.,2025-07-26,Yes,0,best purchase i've made this year,6,0.833,Positive
R110016,P1067,Deluxe Hoodie,Clothing,5,Great purchase!,Amazing quality for the price. fast shipping and well packaged.,2024-12-10,Yes,1,amazing quality for the price fast shipping and well packaged,10,1.0,Positive
R110017,P1125,Elite Notebook,Office Products,2,Very disappointed,"Not as described in the listing. very disappointed with this purchase. waste of money, would not recommend.",2025-06-02,Yes,5,not as described in the listing very disappointed with this purchase waste of money would not recommend,17,-0.882,Negative
R110018,P1138,Compact Baby Bottles,Baby Products,5,Excellent product,Excellent build quality.,2023-10-28,Yes,0,excellent build quality,3,1.0,Positive
R110019,P1174,Elite Game Console Stand,Video Games,5,Highly recommend,Absolutely love this product.,2025-08-25,Yes,0,absolutely love this product,4,1.0,Positive
R110020,P1107,Elite Jump Starter,Automotive,3,Does the job,"Does what it says, nothing more. works fine but nothing extraordinary.",2025-05-14,Yes,4,does what it says nothing more works fine but nothing extraordinary,11,0.0,Neutral
R110021,P1080,Smart Coffee Beans,Grocery & Gourmet Food,5,Excellent product,Absolutely love this product.,2023-10-29,Yes,1,absolutely love this product,4,1.0,Positive
R110022,P1043,Max Resistance Bands,Sports & Outdoors,2,Broke quickly,Very disappointed with this purchase.,2023-07-31,Yes,5,very disappointed with this purchase,5,-1.0,Negative
R110023,P1005,Smart Smart Watch,Electronics,4,Exceeded expectations,Customer service was excellent.,2024-03-20,Yes,0,customer service was excellent,4,1.0,Positive
R110024,P1044,Max Water Bottle,Sports & Outdoors,4,Highly recommend,Impressive performance overall. great value for the price. excellent build quality.,2025-10-10,Yes,7,impressive performance overall great value for the price excellent build quality,11,1.0,Positive
R110025,P1078,Compact Slippers,Shoes,1,Very disappointed,Very disappointed with this purchase. stopped working within a week.,2025-03-13,Yes,4,very disappointed with this purchase stopped working within a week,10,-1.0,Negative
R110026,P1132,Prime Diaper Bag,Baby Products,5,Excellent product,Very happy with this purchase.,2023-06-16,Yes,1,very happy with this purchase,5,1.0,Positive
R110027,P1139,Classic Baby Bottles,Baby Products,5,Excellent product,Best purchase i've made this year. durable and works as expected. highly recommend this to everyone.,2023-12-08,No,10,best purchase i've made this year durable and works as expected highly recommend this to everyone,16,0.938,Positive
R110028,P1042,Ultra Resistance Bands,Sports & Outdoors,3,Average product,Decent product overall.,2023-12-28,Yes,0,decent product overall,3,0.0,Neutral
R110029,P1186,Ultra Paint Roller,Tools & Home Improvement,5,Very satisfied,Exactly as described and works great. customer service was excellent.,2023-09-02,Yes,3,exactly as described and works great customer service was excellent,10,1.0,Positive
R110030,P1145,Smart Plant Pots,Garden & Outdoor,4,Excellent product,Works perfectly and exceeded my expectations. absolutely love this product.,2023-07-12,Yes,2,works perfectly and exceeded my expectations absolutely love this product,10,1.0,Positive
R110031,P1102,Max Phone Mount,Automotive,5,Great purchase!,Great value for the price.,2024-05-06,Yes,4,great value for the price,5,1.0,Positive
R110032,P1114,Compact Pet Bed,Pet Supplies,5,Highly recommend,Fast shipping and well packaged. super comfortable and stylish. best purchase i've made this year.,2023-06-15,Yes,1,fast shipping and well packaged super comfortable and stylish best purchase i've made this year,15,1.0,Positive
R110033,P1088,Smart Olive Oil,Grocery & Gourmet Food,4,Exceeded expectations,Fast shipping and well packaged. easy to use and set up. highly recommend this to everyone.,2025-07-03,Yes,3,fast shipping and well packaged easy to use and set up highly recommend this to everyone,16,0.938,Positive
R110034,P1122,Prime Wireless Mouse,Office Products,4,Great purchase!,Super comfortable and stylish.,2024-06-24,No,2,super comfortable and stylish,4,1.0,Positive
R110035,P1156,Essential Guitar Strings,Musical Instruments,4,Exceeded expectations,Best purchase i've made this year. durable and works as expected. amazing quality for the price.,2024-06-04,Yes,0,best purchase i've made this year durable and works as expected amazing quality for the price,16,1.0,Positive
R110036,P1044,Max Water Bottle,Sports & Outdoors,4,Very satisfied,Fast shipping and well packaged. durable and works as expected. best purchase i've made this year.,2024-02-15,Yes,3,fast shipping and well packaged durable and works as expected best purchase i've made this year,16,0.938,Positive
R110037,P1125,Elite Notebook,Office Products,5,Exceeded expectations,Very happy with this purchase. easy to use and set up.,2023-04-17,Yes,2,very happy with this purchase easy to use and set up,11,0.909,Positive
R110038,P1112,Lite Cat Litter Box,Pet Supplies,3,It's okay,Decent product overall. works fine but nothing extraordinary.,2023-04-17,Yes,1,decent product overall works fine but nothing extraordinary,8,0.0,Neutral
R110039,P1001,Ultra Wireless Earbuds,Electronics,5,Great purchase!,Customer service was excellent. very happy with this purchase. excellent build quality.,2025-07-20,Yes,1,customer service was excellent very happy with this purchase excellent build quality,12,1.0,Positive
R110040,P1111,Compact Dog Leash,Pet Supplies,5,Exceeded expectations,Best purchase i've made this year. exactly as described and works great. amazing quality for the price.,2025-11-05,Yes,2,best purchase i've made this year exactly as described and works great amazing quality for the price,17,1.0,Positive
R110041,P1132,Prime Diaper Bag,Baby Products,3,Does the job,Acceptable but could be improved. average quality for the price.,2025-08-16,Yes,4,acceptable but could be improved average quality for the price,10,0.5,Positive
R110042,P1057,Elite Board Game,Toys & Games,2,Would not recommend,Cheaply made and feels fragile.,2025-10-24,Yes,2,cheaply made and feels fragile,5,-1.0,Negative
R110043,P1196,Ultra Ring,Jewelry,3,Average product,Works fine but nothing extraordinary.,2025-12-29,Yes,0,works fine but nothing extraordinary,5,0.0,Neutral
R110044,P1191,Deluxe Silver Necklace,Jewelry,4,Great purchase!,Impressive performance overall. highly recommend this to everyone. customer service was excellent.,2024-10-30,Yes,2,impressive performance overall highly recommend this to everyone customer service was excellent,12,1.0,Positive
R110045,P1187,Max Paint Roller,Tools & Home Improvement,5,Very satisfied,Best purchase i've made this year. easy to use and set up.,2025-02-16,Yes,4,best purchase i've made this year easy to use and set up,12,0.833,Positive
R110046,P1156,Essential Guitar Strings,Musical Instruments,5,Excellent product,Amazing quality for the price.,2023-09-03,Yes,1,amazing quality for the price,5,1.0,Positive
R110047,P1173,Prime Gaming Headset,Video Games,5,Excellent product,Amazing quality for the price.,2025-03-31,Yes,2,amazing quality for the price,5,1.0,Positive
R110048,P1138,Compact Baby Bottles,Baby Products,4,Excellent product,Impressive performance overall.,2024-12-24,Yes,2,impressive performance overall,3,1.0,Positive
R110049,P1067,Deluxe Hoodie,Clothing,5,Exceeded expectations,Great value for the price. customer service was excellent. amazing quality for the price.,2025-05-23,Yes,0,great value for the price customer service was excellent amazing quality for the price,14,1.0,Positive
R110050,P1115,Lite Pet Bed,Pet Supplies,5,Great purchase!,Excellent build quality. amazing quality for the price. great value for the price.,2023-06-11,Yes,0,excellent build quality amazing quality for the price great value for the price,13,1.0,Positive
R110051,P1186,Ultra Paint Roller,Tools & Home Improvement,4,Great purchase!,Easy to use and set up. absolutely love this product. works perfectly and exceeded my expectations.,2025-07-02,Yes,1,easy to use and set up absolutely love this product works perfectly and exceeded my expectations,16,1.0,Positive
R110052,P1084,Elite Green Tea,Grocery & Gourmet Food,5,Very satisfied,Super comfortable and stylish. exactly as described and works great.,2025-07-30,No,0,super comfortable and stylish exactly as described and works great,10,1.0,Positive
R110053,P1122,Prime Wireless Mouse,Office Products,5,Great purchase!,Fast shipping and well packaged.,2023-03-30,No,5,fast shipping and well packaged,5,1.0,Positive
R110054,P1116,Classic Chew Toys,Pet Supplies,5,Exceeded expectations,Highly recommend this to everyone. easy to use and set up. impressive performance overall.,2025-11-06,Yes,1,highly recommend this to everyone easy to use and set up impressive performance overall,14,1.0,Positive
R110055,P1010,Ultra Novel,Books,5,Very satisfied,Amazing quality for the price. works perfectly and exceeded my expectations. super comfortable and stylish.,2025-09-26,Yes,5,amazing quality for the price works perfectly and exceeded my expectations super comfortable and stylish,15,1.0,Positive
R110056,P1132,Prime Diaper Bag,Baby Products,4,Highly recommend,Super comfortable and stylish. very happy with this purchase. absolutely love this product.,2023-02-07,Yes,3,super comfortable and stylish very happy with this purchase absolutely love this product,13,1.0,Positive
R110057,P1073,Max Sandals,Shoes,5,Great purchase!,Easy to use and set up. great value for the price. excellent build quality.,2023-01-20,Yes,2,easy to use and set up great value for the price excellent build quality,14,1.0,Positive
R110058,P1057,Elite Board Game,Toys & Games,4,Very satisfied,Works perfectly and exceeded my expectations. very happy with this purchase.,2023-09-04,Yes,1,works perfectly and exceeded my expectations very happy with this purchase,11,1.0,Positive
R110059,P1180,Prime Drill Set,Tools & Home Improvement,2,Very disappointed,Flimsy material and poor stitching. terrible experience overall.,2024-02-06,Yes,1,flimsy material and poor stitching terrible experience overall,8,-1.0,Negative
R110060,P1049,Lite Hiking Backpack,Sports & Outdoors,5,Highly recommend,Customer service was excellent.,2025-11-09,No,9,customer service was excellent,4,1.0,Positive
R110061,P1002,Pro Bluetooth Speaker,Electronics,5,Exceeded expectations,Customer service was excellent.,2024-07-05,Yes,2,customer service was excellent,4,1.0,Positive
R110062,P1063,Compact Jacket,Clothing,5,Great purchase!,Super comfortable and stylish. excellent build quality.,2023-11-06,No,0,super comfortable and stylish excellent build quality,7,1.0,Positive
R110063,P1146,Elite Lawn Chair,Garden & Outdoor,5,Great purchase!,Customer service was excellent. super comfortable and stylish.,2024-07-08,Yes,0,customer service was excellent super comfortable and stylish,8,1.0,Positive
R110064,P1131,Classic Baby Monitor,Baby Products,4,Great purchase!,Easy to use and set up. super comfortable and stylish. very happy with this purchase.,2025-10-18,Yes,3,easy to use and set up super comfortable and stylish very happy with this purchase,15,1.0,Positive
R110065,P1144,Plus Plant Pots,Garden & Outdoor,4,Highly recommend,Amazing quality for the price. excellent build quality. great value for the price.,2023-09-30,No,0,amazing quality for the price excellent build quality great value for the price,13,1.0,Positive
R110066,P1123,Essential Wireless Mouse,Office Products,5,Highly recommend,Absolutely love this product. durable and works as expected. easy to use and set up.,2025-12-04,Yes,1,absolutely love this product durable and works as expected easy to use and set up,15,1.0,Positive
R110067,P1179,Prime Memory Card,Video Games,2,Not worth it,Not as described in the listing. regret buying this product. customer service was unhelpful.,2024-03-07,No,0,not as described in the listing regret buying this product customer service was unhelpful,14,-0.714,Negative
R110068,P1024,Smart Cutlery Set,Home & Kitchen,4,Great purchase!,Absolutely love this product. exactly as described and works great. great value for the price.,2024-07-20,No,0,absolutely love this product exactly as described and works great great value for the price,15,1.0,Positive
R110069,P1117,Essential Chew Toys,Pet Supplies,5,Highly recommend,Exactly as described and works great. excellent build quality. absolutely love this product.,2023-05-11,No,1,exactly as described and works great excellent build quality absolutely love this product,13,1.0,Positive
R110070,P1148,Prime Solar Lights,Garden & Outdoor,5,Excellent product,Impressive performance overall.,2024-06-11,Yes,0,impressive performance overall,3,1.0,Positive
R110071,P1122,Prime Wireless Mouse,Office Products,4,Very satisfied,Amazing quality for the price.,2025-04-13,Yes,3,amazing quality for the price,5,1.0,Positive
R110072,P1065,Essential Jeans,Clothing,5,Excellent product,Easy to use and set up. highly recommend this to everyone.,2023-05-12,Yes,2,easy to use and set up highly recommend this to everyone,11,0.909,Positive
R110073,P1089,Deluxe Olive Oil,Grocery & Gourmet Food,5,Great purchase!,Absolutely love this product.,2024-12-03,Yes,0,absolutely love this product,4,1.0,Positive
R110074,P1042,Ultra Resistance Bands,Sports & Outdoors,4,Exceeded expectations,,2024-11-15,No,6,,0,0.0,Neutral
R110075,P1058,Max Action Figure,Toys & Games,2,Very disappointed,Started malfunctioning almost immediately.,2025-10-29,Yes,0,started malfunctioning almost immediately,4,-1.0,Negative
R110076,P1134,Ultra Baby Carrier,Baby Products,3,Decent for the price,Works fine but nothing extraordinary. some pros and some cons.,2024-09-09,Yes,3,works fine but nothing extraordinary some pros and some cons,10,0.0,Neutral
R110077,P1057,Elite Board Game,Toys & Games,4,Highly recommend,Great value for the price.,2025-08-31,No,0,great value for the price,5,1.0,Positive
R110078,P1046,Essential Camping Tent,Sports & Outdoors,4,Exceeded expectations,Super comfortable and stylish. easy to use and set up.,2023-11-21,Yes,2,super comfortable and stylish easy to use and set up,10,1.0,Positive
R110079,P1088,Smart Olive Oil,Grocery & Gourmet Food,3,Average product,Acceptable but could be improved.,2024-05-09,Yes,1,acceptable but could be improved,5,0.0,Neutral
R110080,P1030,Essential Face Serum,Beauty & Personal Care,5,Great purchase!,Highly recommend this to everyone. excellent build quality. impressive performance overall.,2025-03-01,Yes,8,highly recommend this to everyone excellent build quality impressive performance overall,11,1.0,Positive
R110081,P1059,Elite Action Figure,Toys & Games,5,Very satisfied,Great value for the price. exactly as described and works great. amazing quality for the price.,2025-01-18,Yes,4,great value for the price exactly as described and works great amazing quality for the price,16,1.0,Positive
R110082,P1112,Lite Cat Litter Box,Pet Supplies,4,Very satisfied,Amazing quality for the price.,2025-08-12,Yes,0,amazing quality for the price,5,1.0,Positive
R110083,P1146,Elite Lawn Chair,Garden & Outdoor,4,Great purchase!,Super comfortable and stylish. highly recommend this to everyone. exactly as described and works great.,2024-12-22,Yes,4,super comfortable and stylish highly recommend this to everyone exactly as described and works great,15,1.0,Positive
R110084,P1077,Deluxe Boots,Shoes,4,Exceeded expectations,Impressive performance overall. super comfortable and stylish.,2025-06-20,Yes,5,impressive performance overall super comfortable and stylish,7,1.0,Positive
R110085,P1194,Ultra Bracelet,Jewelry,5,Very satisfied,Durable and works as expected.,2024-04-20,Yes,0,durable and works as expected,5,1.0,Positive
R110086,P1165,Essential HDMI Cable,Movies & TV,1,Broke quickly,"Waste of money, would not recommend. flimsy material and poor stitching. terrible experience overall.",2025-10-29,Yes,0,waste of money would not recommend flimsy material and poor stitching terrible experience overall,14,-1.0,Negative
R110087,P1109,Max Dash Cam,Automotive,4,Highly recommend,Highly recommend this to everyone. customer service was excellent. exactly as described and works great.,2023-09-15,Yes,0,highly recommend this to everyone customer service was excellent exactly as described and works great,15,1.0,Positive
R110088,P1195,Lite Bracelet,Jewelry,5,Highly recommend,Amazing quality for the price. customer service was excellent.,2025-03-08,Yes,0,amazing quality for the price customer service was excellent,9,1.0,Positive
R110089,P1083,Ultra Protein Bars,Grocery & Gourmet Food,4,Excellent product,Customer service was excellent.,2023-01-05,No,0,customer service was excellent,4,1.0,Positive
R110090,P1139,Classic Baby Bottles,Baby Products,5,Great purchase!,Works perfectly and exceeded my expectations.,2023-02-17,Yes,3,works perfectly and exceeded my expectations,6,1.0,Positive
R110091,P1179,Prime Memory Card,Video Games,5,Great purchase!,Very happy with this purchase. excellent build quality.,2025-11-27,Yes,10,very happy with this purchase excellent build quality,8,1.0,Positive
R110092,P1040,Ultra Yoga Mat,Sports & Outdoors,4,Exceeded expectations,Exactly as described and works great. excellent build quality. amazing quality for the price.,2023-05-25,Yes,0,exactly as described and works great excellent build quality amazing quality for the price,14,1.0,Positive
R110093,P1124,Smart Notebook,Office Products,3,Average product,Decent product overall.,2024-01-16,Yes,0,decent product overall,3,0.0,Neutral
R110094,P1187,Max Paint Roller,Tools & Home Improvement,5,Highly recommend,Works perfectly and exceeded my expectations. durable and works as expected. excellent build quality.,2023-11-04,Yes,0,works perfectly and exceeded my expectations durable and works as expected excellent build quality,14,1.0,Positive
R110095,P1066,Ultra Hoodie,Clothing,1,Poor quality,Stopped working within a week. regret buying this product. cheaply made and feels fragile.,2024-12-17,Yes,2,stopped working within a week regret buying this product cheaply made and feels fragile,14,-1.0,Negative
R110096,P1072,Compact Sandals,Shoes,5,Highly recommend,Impressive performance overall. amazing quality for the price.,2025-06-27,Yes,3,impressive performance overall amazing quality for the price,8,1.0,Positive
R110097,P1126,Plus Stapler,Office Products,4,Exceeded expectations,Durable and works as expected. easy to use and set up. great value for the price.,2024-08-01,Yes,4,durable and works as expected easy to use and set up great value for the price,16,1.0,Positive
R110098,P1173,Prime Gaming Headset,Video Games,5,Very satisfied,Best purchase i've made this year. amazing quality for the price. works perfectly and exceeded my expectations.,2024-09-30,Yes,0,best purchase i've made this year amazing quality for the price works perfectly and exceeded my expectations,17,1.0,Positive
R110099,P1100,Deluxe Car Vacuum,Automotive,5,Excellent product,Exactly as described and works great. amazing quality for the price. durable and works as expected.,2024-06-18,Yes,9,exactly as described and works great amazing quality for the price durable and works as expected,16,1.0,Positive
R110100,P1001,Ultra Wireless Earbuds,Electronics,2,Would not recommend,"Flimsy material and poor stitching. waste of money, would not recommend. poor quality and not worth the money.",2025-08-25,Yes,1,flimsy material and poor stitching waste of money would not recommend poor quality and not worth the money,18,-1.0,Negative
R110101,P1136,Ultra Pacifier Set,Baby Products,4,Very satisfied,Excellent build quality.,2025-02-08,Yes,0,excellent build quality,3,1.0,Positive
R110102,P1143,Ultra Patio Umbrella,Garden & Outdoor,5,Excellent product,Fast shipping and well packaged.,2024-02-23,No,1,fast shipping and well packaged,5,1.0,Positive
R110103,P1139,Classic Baby Bottles,Baby Products,5,Very satisfied,Very happy with this purchase. easy to use and set up.,2023-03-01,Yes,3,very happy with this purchase easy to use and set up,11,0.909,Positive
R110104,P1045,Elite Water Bottle,Sports & Outdoors,5,Highly recommend,Works perfectly and exceeded my expectations. great value for the price. impressive performance overall.,2025-04-11,Yes,0,works perfectly and exceeded my expectations great value for the price impressive performance overall,14,1.0,Positive
R110105,P1182,Elite Tool Box,Tools & Home Improvement,3,Mixed feelings,Some pros and some cons.,2025-09-06,Yes,0,some pros and some cons,5,0.0,Neutral
R110106,P1044,Max Water Bottle,Sports & Outdoors,3,Does the job,Works fine but nothing extraordinary. reasonable for occasional use.,2023-07-29,Yes,1,works fine but nothing extraordinary reasonable for occasional use,9,0.556,Positive
R110107,P1049,Lite Hiking Backpack,Sports & Outdoors,5,Excellent product,Exactly as described and works great. great value for the price.,2024-08-13,Yes,1,exactly as described and works great great value for the price,11,1.0,Positive
R110108,P1124,Smart Notebook,Office Products,5,Highly recommend,Great value for the price. customer service was excellent. very happy with this purchase.,2025-10-21,Yes,1,great value for the price customer service was excellent very happy with this purchase,14,1.0,Positive
R110109,P1185,Pro LED Light Bulbs,Tools & Home Improvement,5,Highly recommend,Easy to use and set up.,2024-12-27,No,11,easy to use and set up,6,0.833,Positive
R110110,P1033,Plus Hair Dryer,Beauty & Personal Care,3,Does the job,"It's okay, does the job but nothing special.",2024-05-17,Yes,5,it's okay does the job but nothing special,8,0.0,Neutral
R110111,P1144,Plus Plant Pots,Garden & Outdoor,5,Highly recommend,Very happy with this purchase.,2025-10-21,Yes,5,very happy with this purchase,5,1.0,Positive
R110112,P1030,Essential Face Serum,Beauty & Personal Care,5,Very satisfied,Highly recommend this to everyone.,2025-03-24,Yes,1,highly recommend this to everyone,5,1.0,Positive
R110113,P1110,Deluxe Dog Leash,Pet Supplies,3,It's okay,"Does what it says, nothing more. decent product overall.",2024-01-30,No,0,does what it says nothing more decent product overall,9,0.0,Neutral
R110114,P1125,Elite Notebook,Office Products,5,Exceeded expectations,Durable and works as expected.,2023-04-13,Yes,13,durable and works as expected,5,1.0,Positive
R110115,P1055,Essential RC Car,Toys & Games,5,Highly recommend,Fast shipping and well packaged. works perfectly and exceeded my expectations.,2025-09-24,Yes,1,fast shipping and well packaged works perfectly and exceeded my expectations,11,1.0,Positive
R110116,P1174,Elite Game Console Stand,Video Games,5,Great purchase!,Customer service was excellent. highly recommend this to everyone. very happy with this purchase.,2024-09-12,Yes,4,customer service was excellent highly recommend this to everyone very happy with this purchase,14,1.0,Positive
R110117,P1026,Plus Coffee Maker,Home & Kitchen,4,Very satisfied,Durable and works as expected. super comfortable and stylish. exactly as described and works great.,2023-07-24,Yes,0,durable and works as expected super comfortable and stylish exactly as described and works great,15,1.0,Positive
R110118,P1083,Ultra Protein Bars,Grocery & Gourmet Food,2,Would not recommend,Not as described in the listing.,2023-01-06,Yes,6,not as described in the listing,6,0.0,Neutral
R110119,P1069,Plus Socks Pack,Clothing,5,Highly recommend,Super comfortable and stylish. exactly as described and works great. fast shipping and well packaged.,2025-11-16,Yes,1,super comfortable and stylish exactly as described and works great fast shipping and well packaged,15,1.0,Positive
R110120,P1145,Smart Plant Pots,Garden & Outdoor,4,Very satisfied,Absolutely love this product. fast shipping and well packaged.,2024-08-16,Yes,4,absolutely love this product fast shipping and well packaged,9,1.0,Positive
R110121,P1088,Smart Olive Oil,Grocery & Gourmet Food,5,Exceeded expectations,Customer service was excellent. durable and works as expected. excellent build quality.,2023-04-22,No,4,customer service was excellent durable and works as expected excellent build quality,12,1.0,Positive
R110122,P1025,Prime Cutlery Set,Home & Kitchen,5,Very satisfied,Easy to use and set up.,2025-01-14,No,0,easy to use and set up,6,0.833,Positive
R110123,P1140,Compact Garden Hose,Garden & Outdoor,4,Excellent product,Super comfortable and stylish. easy to use and set up.,2025-08-28,Yes,0,super comfortable and stylish easy to use and set up,10,1.0,Positive
R110124,P1086,Classic Snack Pack,Grocery & Gourmet Food,5,Exceeded expectations,Customer service was excellent. super comfortable and stylish.,2023-04-07,Yes,1,customer service was excellent super comfortable and stylish,8,1.0,Positive
R110125,P1044,Max Water Bottle,Sports & Outdoors,5,Great purchase!,Durable and works as expected. excellent build quality.,2023-11-17,No,1,durable and works as expected excellent build quality,8,1.0,Positive
R110126,P1047,Pro Camping Tent,Sports & Outdoors,5,Exceeded expectations,Great value for the price. fast shipping and well packaged.,2024-08-07,Yes,1,great value for the price fast shipping and well packaged,10,1.0,Positive
R110127,P1145,Smart Plant Pots,Garden & Outdoor,4,Great purchase!,Impressive performance overall. fast shipping and well packaged.,2024-05-21,Yes,2,impressive performance overall fast shipping and well packaged,8,1.0,Positive
R110128,P1115,Lite Pet Bed,Pet Supplies,2,Poor quality,Cheaply made and feels fragile. customer service was unhelpful. very disappointed with this purchase.,2024-05-29,Yes,8,cheaply made and feels fragile customer service was unhelpful very disappointed with this purchase,14,-1.0,Negative
R110129,P1120,Smart Desk Organizer,Office Products,5,Excellent product,Great value for the price. excellent build quality.,2025-02-07,Yes,2,great value for the price excellent build quality,8,1.0,Positive
R110130,P1124,Smart Notebook,Office Products,5,Very satisfied,Excellent build quality. durable and works as expected. absolutely love this product.,2024-10-16,No,6,excellent build quality durable and works as expected absolutely love this product,12,1.0,Positive
R110131,P1104,Essential Seat Covers,Automotive,4,Great purchase!,Very happy with this purchase.,2025-03-31,Yes,7,very happy with this purchase,5,1.0,Positive
R110132,P1103,Plus Phone Mount,Automotive,2,Very disappointed,Not as described in the listing. stopped working within a week.,2023-03-20,Yes,0,not as described in the listing stopped working within a week,11,-0.455,Negative
R110133,P1119,Deluxe Pet Grooming Kit,Pet Supplies,5,Great purchase!,Great value for the price. impressive performance overall. durable and works as expected.,2025-10-20,Yes,1,great value for the price impressive performance overall durable and works as expected,13,1.0,Positive
R110134,P1136,Ultra Pacifier Set,Baby Products,4,Very satisfied,Excellent build quality.,2023-05-22,Yes,1,excellent build quality,3,1.0,Positive
R110135,P1170,Compact Game Controller,Video Games,4,Great purchase!,Highly recommend this to everyone. impressive performance overall.,2024-01-09,Yes,5,highly recommend this to everyone impressive performance overall,8,1.0,Positive
R110136,P1156,Essential Guitar Strings,Musical Instruments,5,Great purchase!,Exactly as described and works great. fast shipping and well packaged.,2024-10-27,Yes,17,exactly as described and works great fast shipping and well packaged,11,0.909,Positive
R110137,P1071,Lite Running Shoes,Shoes,5,Exceeded expectations,Highly recommend this to everyone. works perfectly and exceeded my expectations. best purchase i've made this year.,2024-01-03,Yes,0,highly recommend this to everyone works perfectly and exceeded my expectations best purchase i've made this year,17,1.0,Positive
R110138,P1137,Classic Pacifier Set,Baby Products,4,Exceeded expectations,Easy to use and set up.,2025-04-02,Yes,1,easy to use and set up,6,0.833,Positive
R110139,P1034,Max Lip Balm Set,Beauty & Personal Care,5,Excellent product,Easy to use and set up.,2024-04-24,No,0,easy to use and set up,6,0.833,Positive
R110140,P1016,Deluxe Biography,Books,3,Does the job,Acceptable but could be improved.,2025-11-12,Yes,7,acceptable but could be improved,5,0.0,Neutral
R110141,P1048,Smart Hiking Backpack,Sports & Outdoors,5,Excellent product,Durable and works as expected. excellent build quality.,2023-04-05,Yes,0,durable and works as expected excellent build quality,8,1.0,Positive
R110142,P1064,Deluxe Jeans,Clothing,3,It's okay,"It's okay, does the job but nothing special. acceptable but could be improved.",2024-06-22,Yes,5,it's okay does the job but nothing special acceptable but could be improved,13,0.0,Neutral
R110143,P1171,Essential Game Controller,Video Games,5,Excellent product,Works perfectly and exceeded my expectations. amazing quality for the price. fast shipping and well packaged.,2024-01-28,Yes,0,works perfectly and exceeded my expectations amazing quality for the price fast shipping and well packaged,16,1.0,Positive
R110144,P1041,Plus Yoga Mat,Sports & Outdoors,4,Great purchase!,Impressive performance overall. easy to use and set up.,2023-03-10,Yes,5,impressive performance overall easy to use and set up,9,1.0,Positive
R110145,P1067,Deluxe Hoodie,Clothing,5,Great purchase!,Exactly as described and works great. excellent build quality.,2024-05-28,Yes,5,exactly as described and works great excellent build quality,9,1.0,Positive
R110146,P1151,Pro Acoustic Guitar,Musical Instruments,4,Highly recommend,Works perfectly and exceeded my expectations. customer service was excellent.,2025-05-13,Yes,7,works perfectly and exceeded my expectations customer service was excellent,10,1.0,Positive
R110147,P1135,Pro Baby Carrier,Baby Products,4,Very satisfied,Super comfortable and stylish. durable and works as expected. easy to use and set up.,2025-01-07,No,0,super comfortable and stylish durable and works as expected easy to use and set up,15,1.0,Positive
R110148,P1129,Max Sticky Notes,Office Products,5,Excellent product,Excellent build quality. amazing quality for the price.,2025-09-03,No,2,excellent build quality amazing quality for the price,8,1.0,Positive
